studynumber,Measure_Year,MiddleClimate,Rs_Norm,Tm,Pm,NoObs
4920,2002,Cf,1.448,4.2,67.1,28
4920,2002,Cf,1.593,6.8,108.2,28
4920,2002,Cf,2.915,9.6,24.5,28
4920,2002,Cf,2.964,14.9,31.2,28
4920,2002,Cf,3.509,16.1,36.3,28
4920,2003,Cf,3.145,18.6,14.5,28
4920,2003,Cf,3.194,18.8,56,28
4920,2003,Cf,3.242,13.3,36.6,28
4920,2003,Cf,2.491,10,27.4,28
4920,2003,Cf,2.212,7.6,42.8,28
4920,2003,Cf,1.303,4.2,135.7,28
4920,2003,Cf,1.218,3.1,117,28
4920,2003,Cf,1.121,3.3,196.5,28
4920,2003,Cf,1.363,5.2,111.8,28
4920,2003,Cf,1.776,6.9,115,28
4920,2003,Cf,2.721,12.7,91,28
4920,2003,Cf,3.77,17,86.9,28
4926,2006,Ds(w),1.904,13.2,38.9,12
4926,2006,Ds(w),0.85,5.8,33.2,12
4926,2006,Ds(w),0.36,-1.1,19.3,12
4926,2007,Ds(w),0.209,-2.4,15.3,12
4926,2007,Ds(w),0.353,0.6,68,12
4926,2007,Ds(w),0.314,3.7,61.9,12
4926,2007,Ds(w),0.497,8.4,35.7,12
4926,2007,Ds(w),1.289,14.6,110.2,12
4926,2007,Ds(w),2.448,18.2,76.4,12
4926,2007,Ds(w),4.104,20.8,284.8,12
4926,2007,Ds(w),4.208,22.9,337.5,12
4926,2007,Ds(w),2.101,17.8,405.1,12
4927,2003,Ds(w),1.584,10.7,154.3,13
4927,2003,Ds(w),3.84,16.8,112.9,13
4927,2003,Ds(w),6.984,22.6,356.9,13
4927,2003,Ds(w),5.76,22.7,550.3,13
4927,2003,Ds(w),4.128,18.8,310.7,13
4927,2003,Ds(w),1.176,6.6,70.8,13
4927,2003,Ds(w),0.72,-2.5,7.3,13
4927,2004,Ds(w),0.84,11.3,69.6,13
4927,2004,Ds(w),2.208,15.8,136.4,13
4927,2004,Ds(w),7.776,23.8,492.3,13
4927,2004,Ds(w),8.688,23.7,216.5,13
4927,2004,Ds(w),2.424,11.9,0,13
4927,2004,Ds(w),1.416,-1.4,28.6,13
4934,2006,A,4.28,26.7,96,58
4934,2006,A,4.531,26.3,45.9,58
4934,2006,A,2.591,27.2,109.1,58
4934,2006,A,4.188,26.9,516.8,58
4934,2006,A,5.006,27.1,392.5,58
4934,2006,A,5.682,26.9,292.7,58
4934,2006,A,5.342,26.9,284,58
4934,2006,A,4.234,27,193.4,58
4934,2006,A,5.433,26.9,443.4,58
4934,2006,A,4.266,26,423.4,58
4934,2006,A,2.85,26.9,226,58
4934,2007,A,1.978,27.5,35.1,58
4934,2007,A,1.704,27.9,12.8,58
4934,2007,A,4.786,27.1,509.1,58
4934,2007,A,4.562,27.3,228.4,58
4934,2007,A,4.972,26.9,255,58
4934,2007,A,4.141,26.4,233.3,58
4934,2007,A,4.214,26.9,174.8,58
4934,2007,A,5.376,26.8,333.9,58
4934,2007,A,3.304,26.2,262.3,58
4934,2008,A,3.385,27,17.6,58
4934,2008,A,2.157,26.6,38,58
4934,2008,A,3.477,28.1,92.2,58
4934,2008,A,4.048,27,201.7,58
4934,2008,A,2.866,26.6,322.2,58
4934,2008,A,3.616,26.2,353.5,58
4934,2008,A,3.596,26.9,271.8,58
4934,2008,A,4.002,26.6,405.5,58
4934,2008,A,1.327,27.1,177.8,58
4934,2009,A,1.376,27.3,24.3,58
4934,2006,A,3.705,18.6,223.6,58
4934,2006,A,3.268,19.1,479.9,58
4934,2006,A,3.519,19.7,200.4,58
4934,2006,A,5.846,19.5,468.5,58
4934,2006,A,5.834,20,251,58
4934,2006,A,3,19.3,283.3,58
4934,2006,A,3.628,19.2,463.7,58
4934,2006,A,2.835,18.3,267.7,58
4934,2006,A,2.17,19,444.8,58
4934,2007,A,0.894,19.5,293.7,58
4934,2007,A,2.591,19.8,169.2,58
4934,2007,A,1.42,20.2,209.2,58
4934,2007,A,3.794,19.6,292.8,58
4934,2007,A,4.711,19.5,247,58
4934,2007,A,3.343,19.9,237.4,58
4934,2007,A,4.353,18.9,237.2,58
4934,2007,A,3.629,19.2,206.5,58
4934,2007,A,3.983,18.5,426.6,58
4934,2007,A,2.834,18.1,431.9,58
4934,2008,A,2.329,18.1,281.2,58
4934,2008,A,2.19,18.4,224.7,58
4934,2008,A,2.499,19.7,257.2,58
4934,2008,A,3.209,19.6,325.4,58
4934,2008,A,2.909,19.4,418,58
4934,2008,A,3.963,18.9,448.2,58
4934,2008,A,4.501,19.4,234.2,58
4934,2008,A,3.375,19.2,386.4,58
4934,2008,A,3.363,18.7,362.7,58
4938,2002,Df,0.538,-6.2,84.5,60
4938,2002,Df,0.511,-3.1,71.8,60
4938,2002,Df,0.589,-2.3,32.1,60
4938,2002,Df,1.167,4,12.5,60
4938,2002,Df,2.191,10.2,57.8,60
4938,2002,Df,3.057,15.1,126.1,60
4938,2002,Df,4.448,17.6,74.6,60
4938,2002,Df,4.132,17.2,22.4,60
4938,2002,Df,2.661,9,20.3,60
4938,2002,Df,1.086,-1,11.9,60
4938,2002,Df,0.508,-5.1,68.8,60
4938,2002,Df,0.244,-10.3,4.4,60
4938,2003,Df,0.244,-12.9,45.7,60
4938,2003,Df,0.322,-8,4.8,60
4938,2003,Df,0.401,-2.4,6.6,60
4938,2003,Df,0.714,0.7,22.9,60
4938,2003,Df,1.634,9,91.3,60
4938,2003,Df,2.867,12.1,50.7,60
4938,2003,Df,4.6,19,69,60
4938,2003,Df,4.022,14,55.4,60
4938,2003,Df,2.315,10.1,15.2,60
4938,2003,Df,1.605,2.4,93,60
4938,2003,Df,0.948,1,83,60
4938,2003,Df,0.712,-2.9,55.2,60
4938,2004,Df,0.528,-9.1,20.1,60
4938,2004,Df,0.317,-6.6,37.9,60
4938,2004,Df,0.369,-2.7,23.1,60
4938,2004,Df,1.025,3.4,5.5,60
4938,2004,Df,1.786,8.2,35.9,60
4938,2004,Df,2.363,11.7,82.4,60
4938,2004,Df,3.807,15.2,105.1,60
4938,2004,Df,4.306,14.5,39.8,60
4938,2004,Df,3.307,10.8,64.8,60
4938,2004,Df,1.653,4,26,60
4938,2004,Df,0.863,-1.6,21.2,60
4938,2004,Df,0.365,-2.1,44.4,60
4938,2005,Df,0.575,-3.4,20.1,60
4938,2005,Df,0.496,-7.1,37.9,60
4938,2005,Df,0.416,-8.2,23.1,60
4938,2005,Df,0.81,2.9,5.5,60
4938,2005,Df,1.623,8.3,35.9,60
4938,2005,Df,2.488,13.2,82.4,60
4938,2005,Df,3.749,17.3,105.1,60
4938,2005,Df,4.117,14.6,39.8,60
4938,2005,Df,2.724,11.1,64.8,60
4938,2005,Df,2.041,5.6,26,60
4938,2005,Df,0.912,2.8,21.2,60
4938,2005,Df,0.439,-5.9,44.4,60
4938,2006,Df,0.307,-6.8,14,60
4938,2006,Df,0.175,-11,13.5,60
4938,2006,Df,0.17,-9,22.8,60
4938,2006,Df,0.857,2.5,49.3,60
4938,2006,Df,1.172,9.1,41,60
4938,2006,Df,2.746,15,24.5,60
4938,2006,Df,3.35,17.2,30.1,60
4938,2006,Df,3.612,17.2,38.6,60
4938,2006,Df,2.903,12.2,60.7,60
4938,2006,Df,1.222,5.4,119,60
4938,2006,Df,0.539,0.1,64.3,60
4938,2006,Df,0.276,1.3,66.3,60
4957,2005,Cs,1.373,21.7,16.5,12
4957,2005,Cs,1.8,26.2,2,12
4957,2005,Cs,2.722,23.8,0.3,12
4957,2005,Cs,1.653,21.3,63.6,12
4957,2005,Cs,1.662,16.2,18.3,12
4957,2005,Cs,1.754,11.4,137.7,12
4957,2005,Cs,0.798,7.1,154.7,12
4957,2006,Cs,0.617,5.6,100.7,12
4957,2006,Cs,0.75,7,79.1,12
4957,2006,Cs,0.95,8.9,45.4,12
4957,2006,Cs,1.168,13,32.8,12
4957,2006,Cs,1.629,18.3,12.1,12
5021,2007,Cf,1.049,10,13.2,29
5021,2007,Cf,0.375,1.7,58.5,29
5021,2007,Cf,1.184,4.1,50.1,29
5021,2005,Cf,2.211,13.4,66.6,29
5021,2005,Cf,1.34,1.4,84.2,29
5021,2006,Cf,0.604,-3.5,44.9,29
5021,2006,Cf,0.956,6.1,71.5,29
5021,2006,Cf,2.013,11.3,106.3,29
5021,2006,Cf,2.65,15.8,53.7,29
5021,2006,Cf,3.031,20.4,58,29
5021,2007,Cf,2.108,13.2,123.6,29
5021,2007,Cf,3.522,16.2,104,29
5021,2007,Cf,3.656,15.6,114.6,29
5021,2007,Cf,3.701,15.1,94.5,29
5021,2007,Cf,2.666,10.1,101.3,29
5021,2007,Cf,1.541,6,26.3,29
5021,2007,Cf,0.116,0.7,79.4,29
5021,2008,Cf,0.955,0.4,52.2,29
5021,2008,Cf,0.64,1.3,36.8,29
5021,2008,Cf,1.291,5.7,102.7,29
5021,2008,Cf,1.868,12.5,39.4,29
5021,2008,Cf,2.857,15.8,58.8,29
5021,2008,Cf,2.886,16.2,75.2,29
5021,2008,Cf,4.071,15.5,70.7,29
5021,2008,Cf,2.45,10.3,59.9,29
5021,2006,Cf,2.626,12.7,98.9,29
5021,2006,Cf,3.151,15.3,27.6,29
5021,2006,Cf,2.211,9.7,52.9,29
5021,2006,Cf,1.11,1.6,35.4,29
5022,2006,Cf,1.076,1.6,35.4,18
5022,2006,Cf,3.426,9.7,52.9,18
5022,2006,Cf,1.168,4.6,41,18
5022,2006,Cf,3.162,15.3,27.6,18
5022,2006,Cf,2.832,12.7,98.9,18
5022,2006,Cf,2.582,20.4,58,18
5022,2006,Cf,1.696,15.8,53.7,18
5022,2006,Cf,1.987,11.3,106.3,18
5022,2006,Cf,0.904,6.1,71.5,18
5022,2006,Cf,0.759,-3.5,44.9,18
5022,2006,Cf,0.393,-0.6,64.3,18
5022,2005,Cf,1.38,1.4,84.2,18
5022,2006,Cf,0.336,-4.5,39.7,18
5022,2005,Cf,2.191,13.4,66.6,18
5022,2005,Cf,1.63,8.9,45.5,18
5022,2007,Cf,1.168,4.1,50.1,18
5022,2007,Cf,0.363,1.7,58.5,18
5022,2007,Cf,1.036,10,13.2,18
5041,2006,A,3.745,20.6,121.6,22
5041,2006,A,4.393,19.6,169.2,22
5041,2006,A,4.291,19.9,108.7,22
5041,2006,A,2.869,20.9,0.5,22
5041,2006,A,2.502,21.6,7.3,22
5041,2006,A,2.663,22.3,49.8,22
5041,2006,A,2.824,22.3,44.8,22
5041,2006,A,3.353,22.5,76.5,22
5041,2006,A,3.936,19.5,176.7,22
5041,2006,A,3.834,20.1,213.9,22
5041,2007,A,4.311,20.9,115.5,22
5041,2007,A,4.26,20.6,311.3,22
5041,2007,A,3.26,20.3,107,22
5041,2007,A,3.315,20.3,161.3,22
5041,2007,A,3.792,20.4,317.9,22
5041,2007,A,4.005,19.1,22.6,22
5041,2007,A,2.795,20.5,72.7,22
5041,2007,A,2.217,20.9,35.2,22
5041,2007,A,3.908,20.9,80.1,22
5041,2007,A,4.859,20.7,93.9,22
5041,2007,A,5.178,20,167.5,22
5041,2007,A,5.076,19.9,75.1,22
5072,2008,Cw,0.58,4.7,14.1,12
5072,2008,Cw,0.342,6.1,33.2,12
5072,2008,Cw,0.414,14,70.4,12
5072,2008,Cw,1.244,17.5,125.8,12
5072,2008,Cw,1.658,22.1,121.8,12
5072,2007,Cw,1.016,8.5,16.4,12
5072,2008,Cw,2.633,24.3,147.9,12
5072,2008,Cw,3.483,25.9,281.6,12
5072,2008,Cw,2.726,23.9,256.1,12
5072,2008,Cw,2.799,22.6,158.1,12
5072,2008,Cw,1.171,12.3,54.1,12
5072,2008,Cw,1.389,18.2,138.6,12
5086,2007,Cf,0.05,3.9,59.8,12
5086,2007,Cf,0.1,3.2,45.9,12
5086,2007,Cf,0.12,4.6,29.4,12
5086,2007,Cf,0.141,11,1.3,12
5086,2007,Cf,0.469,14,180.9,12
5086,2007,Cf,1.594,17.1,87.3,12
5086,2007,Cf,0.959,17.3,130.9,12
5086,2007,Cf,1.737,16.1,111.8,12
5086,2007,Cf,0.55,11.1,169.7,12
5086,2007,Cf,2.003,6.7,23.1,12
5086,2007,Cf,0.059,1.3,78.6,12
5086,2007,Cf,0.1,-0.5,50.6,12
5102,2006,Cf,1.994,13.5,68.5,18
5102,2006,Cf,4.222,19.6,59.1,18
5102,2006,Cf,4.238,22,39.6,18
5102,2006,Cf,6.459,25.4,170.2,18
5102,2006,Cf,4.889,27.2,58.6,18
5102,2006,Cf,6.382,27.8,147.9,18
5102,2006,Cf,4.82,23.6,69.1,18
5102,2006,Cf,3.52,17.5,59.2,18
5102,2006,Cf,4.276,12.8,76,18
5102,2007,Cf,2.249,10.1,80.5,18
5102,2007,Cf,2.591,15.6,58.6,18
5102,2007,Cf,2.538,17.2,75.7,18
5102,2007,Cf,3.156,21.8,20.9,18
5102,2007,Cf,4.667,25.7,127,18
5102,2007,Cf,3.617,26.2,136.2,18
5102,2007,Cf,4.588,29,54,18
5102,2007,Cf,5.008,24.9,55.9,18
5102,2007,Cf,3.787,20.9,32.4,18
5113,2004,Cw,3.329,16.3,113.4,32
5113,2004,Cw,4.36,19.2,116.5,32
5113,2004,Cw,3.076,19.9,147.8,32
5113,2004,Cw,4.252,20,201.9,32
5113,2004,Cw,4.824,20.6,156,32
5113,2004,Cw,3.382,18.1,95.4,32
5113,2004,Cw,2.072,15.7,44.1,32
5113,2004,Cw,1.358,12.3,14.8,32
5113,2004,Cw,1.104,8.5,20.6,32
5113,2005,Cw,1.067,9.6,32,32
5113,2005,Cw,0.898,14.3,4,32
5113,2005,Cw,1.857,13.5,2.1,32
5113,2005,Cw,1.372,18.7,113.4,32
5113,2005,Cw,1.58,21.5,116.5,32
5113,2005,Cw,3.048,21.9,147.8,32
5113,2005,Cw,3.424,20.6,201.9,32
5113,2005,Cw,2.867,20,156,32
5113,2005,Cw,2.686,19,95.4,32
5113,2005,Cw,2.371,16.7,44.1,32
5113,2005,Cw,1.4,12.9,14.8,32
5113,2005,Cw,1.038,9.9,20.6,32
5113,2006,Cw,0.833,10.4,0.1,32
5113,2006,Cw,1.967,13.1,4.7,32
5113,2006,Cw,3.175,18.7,41.4,32
5113,2006,Cw,3.394,18.5,116.5,32
5113,2006,Cw,4.109,20.9,229.4,32
5113,2006,Cw,3.59,20.2,137.8,32
5113,2006,Cw,3.093,18.3,69.2,32
5113,2006,Cw,1.967,16.6,140.5,32
5113,2006,Cw,1.143,9,19.2,32
5113,2007,Cw,0.913,9,22.4,32
5113,2007,Cw,1.303,16.4,0,32
5114,2005,Cf,1.359,11.6,127,16
5114,2005,Cf,1.538,15,210.4,16
5114,2005,Cf,1.576,16,197.6,16
5114,2005,Cf,1.857,14.1,142.5,16
5114,2005,Cf,1.925,13.9,142.2,16
5114,2005,Cf,1.68,9.8,69.5,16
5114,2005,Cf,1.233,3.1,66.3,16
5114,2005,Cf,0.657,-1,51.4,16
5114,2006,Cf,1.273,11.1,143.7,16
5114,2006,Cf,2.05,15.1,173.5,16
5114,2006,Cf,2.531,19.9,99,16
5114,2006,Cf,2.797,13,250.2,16
5114,2006,Cf,1.893,16,99.4,16
5114,2006,Cf,1.853,11.2,85.9,16
5114,2006,Cf,1.48,6,84.5,16
5114,2006,Cf,0.85,2.8,55.5,16
5125,2005,Df,3.474,4.9,62.1,24
5125,2005,Df,3.831,8,221,24
5125,2005,Df,5.85,13.8,76.2,24
5125,2005,Df,7.291,16.6,101.6,24
5125,2005,Df,5.628,21.1,121.3,24
5125,2005,Df,4.11,18.1,147.2,24
5125,2005,Df,3.17,13.1,46.1,24
5125,2005,Df,0.93,6.6,77.1,24
5125,2005,Df,0.492,-2,66,24
5125,2006,Df,0.199,-2.4,42.8,24
5125,2006,Df,0.702,1.7,80.1,24
5125,2006,Df,1.998,4.1,75.8,24
5125,2006,Df,3.728,9.6,212.4,24
5125,2006,Df,5.025,12.8,139.7,24
5125,2006,Df,6.466,17.2,55.4,24
5125,2006,Df,5.814,22.1,30.7,24
5125,2006,Df,4.367,17.8,52.3,24
5125,2006,Df,1.839,12.2,141.7,24
5125,2006,Df,1.187,7.2,95.7,24
5125,2006,Df,0.607,0.4,45.2,24
5125,2007,Df,0.387,-1.3,48.7,24
5125,2007,Df,0.096,-1.1,23,24
5125,2007,Df,0.815,0.8,37,24
5125,2007,Df,1.823,4.5,59.3,24
5126,2005,Cf,2.605,11,103.7,12
5126,2005,Cf,3.256,13.7,152.5,12
5126,2005,Cf,3.479,21.9,118.9,12
5126,2005,Cf,1.558,23.9,136,12
5126,2005,Cf,1.991,23.6,59.8,12
5126,2005,Cf,2.298,19.5,170.6,12
5126,2005,Cf,1.419,11.9,57.2,12
5126,2005,Cf,0.665,6.5,82.1,12
5126,2005,Cf,0.285,-2.5,61,12
5126,2006,Cf,0.842,4.2,81.6,12
5126,2006,Cf,0.96,4,63.2,12
5126,2006,Cf,3.95,12.4,91.9,12
5130,2002,Cw,1.106,32.1,163,22
5130,2002,Cw,1.593,29.1,312.3,22
5130,2002,Cw,0.98,28.6,170.5,22
5130,2002,Cw,0.863,26.9,62.4,22
5130,2002,Cw,0.546,22.4,3.9,22
5130,2002,Cw,0.407,18.2,2.5,22
5130,2003,Cw,0.89,13.7,15,22
5130,2003,Cw,0.609,20.5,39.3,22
5130,2003,Cw,0.655,24.6,3.1,22
5130,2003,Cw,0.772,31.3,6.2,22
5130,2003,Cw,0.781,34.6,0.8,22
5130,2003,Cw,0.849,30.1,160.3,22
5130,2003,Cw,1.593,29,225.5,22
5130,2003,Cw,0.745,28.5,292.9,22
5130,2003,Cw,0.646,26,55.2,22
5130,2003,Cw,0.42,21,3.4,22
5130,2003,Cw,0.7,16.9,3.8,22
5130,2004,Cw,0.637,14.5,19.6,22
5130,2004,Cw,0.637,18.7,5.9,22
5130,2004,Cw,0.682,26.3,0,22
5130,2004,Cw,0.808,30.4,9,22
5130,2004,Cw,0.881,34.4,4.7,22
5178,2006,Cf,0.241,5.2,34.4,12
5178,2006,Cf,0.523,5.9,109.9,12
5178,2006,Cf,0.768,11.9,81,12
5178,2006,Cf,1.562,18.8,188.6,12
5178,2006,Cf,1.977,22.2,185.5,12
5178,2006,Cf,2.202,24.6,243.9,12
5178,2006,Cf,2.712,27.7,191,12
5178,2006,Cf,2.292,27.1,92.5,12
5178,2006,Cf,1.283,23.1,40.7,12
5178,2006,Cf,0.959,20.1,113.9,12
5178,2006,Cf,0.576,13.2,74.2,12
5178,2006,Cf,0.25,7.3,12.1,12
5184,2005,Df,1.306,2.7,8.8,9
5184,2005,Df,1.777,5.3,101.8,9
5184,2005,Df,1.9,11.7,96.5,9
5184,2005,Df,1.937,14.4,104.9,9
5184,2005,Df,0.88,16.3,76.5,9
5184,2005,Df,0.72,20.9,0,9
5184,2005,Df,1.485,22.1,116,9
5184,2005,Df,0.999,18.7,92.7,9
5184,2005,Df,2.926,8.2,163.7,9
5216,2004,Cf,0.637,5.5,64.6,36
5216,2004,Cf,0.771,9.9,108.9,36
5216,2004,Cf,1.083,11.2,160,36
5216,2004,Cf,1.619,19.3,220.4,36
5216,2004,Cf,2.044,22.8,222.6,36
5216,2004,Cf,2.132,25.3,189.4,36
5216,2004,Cf,2.176,27.9,127.1,36
5216,2004,Cf,1.907,27.8,140.5,36
5216,2004,Cf,1.794,23.8,70.1,36
5216,2004,Cf,1.144,18.4,4.3,36
5216,2004,Cf,1.12,14.2,58.5,36
5216,2004,Cf,1.008,7.9,46.4,36
5216,2005,Cf,0.649,3.2,64.6,36
5216,2005,Cf,0.536,4.9,108.9,36
5216,2005,Cf,0.938,10.5,160,36
5216,2005,Cf,1.541,19.5,220.4,36
5216,2005,Cf,2.502,22.8,222.6,36
5216,2005,Cf,2.457,26.1,189.4,36
5216,2005,Cf,2.835,29,127.1,36
5216,2005,Cf,2.858,27.4,140.5,36
5216,2005,Cf,2.409,25.8,70.1,36
5216,2005,Cf,1.759,18.8,4.3,36
5216,2005,Cf,1.4,15.2,58.5,36
5216,2005,Cf,0.862,6.1,46.4,36
5216,2006,Cf,0.66,6.7,38.9,36
5216,2006,Cf,0.793,7.3,123.9,36
5216,2006,Cf,1.24,11.9,196.9,36
5216,2006,Cf,2.604,19,233,36
5216,2006,Cf,2.827,21.9,274,36
5216,2006,Cf,3.677,25.3,240.5,36
5216,2006,Cf,3.787,28.8,173.7,36
5216,2006,Cf,2.823,28.2,131.1,36
5216,2006,Cf,1.95,23.1,51.7,36
5216,2006,Cf,1.323,21.3,36.9,36
5216,2006,Cf,1.523,14.3,160.1,36
5216,2006,Cf,0.716,7.3,28.1,36
5227,2006,Cs,0.863,15.3,65.9,14
5227,2007,Cs,1.209,10.8,132.5,14
5227,2007,Cs,1.259,11.4,11.1,14
5227,2007,Cs,1.334,10.9,60.3,14
5227,2007,Cs,1.81,11.7,13.2,14
5227,2007,Cs,2.198,13.4,17.3,14
5227,2007,Cs,2.972,15.7,0.4,14
5227,2007,Cs,4.55,19.7,0.4,14
5227,2007,Cs,1.945,18.4,0,14
5227,2007,Cs,1.438,17.4,0,14
5227,2007,Cs,0.969,15.5,1.9,14
5227,2007,Cs,1.977,14,8.6,14
5227,2007,Cs,1.404,11.5,95.1,14
5227,2008,Cs,0.479,11.5,16.4,14
5247,2004,Cf,1.525,15.4,64,12
5247,2004,Cf,1.589,16.9,79.6,12
5247,2003,Cf,1.593,23.5,7.7,12
5247,2003,Cf,1.689,20,59.8,12
5247,2003,Cf,1.251,14.6,5.7,12
5247,2004,Cf,1.251,12.5,69.9,12
5247,2004,Cf,2.727,23,171.5,12
5247,2003,Cf,3.467,27.1,157.1,12
5247,2003,Cf,4.246,27.4,342.3,12
5247,2003,Cf,3.437,30,72.8,12
5247,2003,Cf,3.865,29.1,211.8,12
5247,2003,Cf,3.59,27.5,287.8,12
5273,2007,Cf,5.504,10.7,65.6,10
5273,2007,Cf,5.874,10.2,22.7,10
5273,2008,Cf,5.655,9.5,72,10
5273,2008,Cf,5.254,9.7,141.6,10
5273,2008,Cf,4.733,9.3,33.9,10
5273,2008,Cf,5.097,9.4,0,10
5273,2008,Cf,4.838,8,6,10
5273,2008,Cf,4.592,7.6,0,10
5273,2008,Cf,4.23,7.2,1.9,10
5273,2008,Cf,4.081,8.8,2.9,10
5278,2001,Ds(w),0.308,-24.3,14.6,72
5278,2001,Ds(w),0.293,-19.1,5.6,72
5278,2001,Ds(w),0.394,-6.3,19.1,72
5278,2001,Ds(w),0.58,7.2,12,72
5278,2001,Ds(w),1.297,14.9,67.4,72
5278,2001,Ds(w),2.171,20.2,32.1,72
5278,2001,Ds(w),3.618,22.6,213.2,72
5278,2001,Ds(w),3.747,20.5,105.7,72
5278,2001,Ds(w),2.415,13.8,39.2,72
5278,2001,Ds(w),1.341,6.9,53.8,72
5278,2001,Ds(w),0.453,-4,7.5,72
5278,2001,Ds(w),0.238,-16.2,5.4,72
5278,2002,Ds(w),0.45,-16.9,27.3,72
5278,2002,Ds(w),0.525,-9.8,2.4,72
5278,2002,Ds(w),0.712,-0.2,11.1,72
5278,2002,Ds(w),1.056,7,61.7,72
5278,2002,Ds(w),2.087,15.1,45.5,72
5278,2002,Ds(w),2.933,18.2,104.8,72
5278,2002,Ds(w),4.666,21.9,196.7,72
5278,2002,Ds(w),4.208,19,211.9,72
5278,2002,Ds(w),3.062,14.6,9.2,72
5278,2002,Ds(w),1.673,3,41.9,72
5278,2002,Ds(w),0.742,-11.4,19.4,72
5278,2002,Ds(w),0.498,-16.9,6.7,72
5278,2003,Ds(w),0.47,-17.6,5.2,72
5278,2003,Ds(w),0.456,-11.9,5.9,72
5278,2003,Ds(w),0.671,-1.5,4.7,72
5278,2003,Ds(w),0.872,7.9,21,72
5278,2003,Ds(w),1.674,14.2,26.4,72
5278,2003,Ds(w),2.763,19.7,135.8,72
5278,2003,Ds(w),3.566,20.7,251.6,72
5278,2003,Ds(w),3.695,20,134.1,72
5278,2003,Ds(w),2.678,15,59.4,72
5278,2003,Ds(w),1.618,5.7,47.5,72
5278,2003,Ds(w),0.916,-7.4,33.3,72
5278,2003,Ds(w),0.744,-14.8,4.1,72
5278,2004,Ds(w),0.43,-18.4,1.2,72
5278,2004,Ds(w),0.415,-12.6,7.6,72
5278,2004,Ds(w),0.473,-3.5,20.4,72
5278,2004,Ds(w),0.788,6.1,2.4,72
5278,2004,Ds(w),1.504,13.3,63,72
5278,2004,Ds(w),2.393,21.2,23.2,72
5278,2004,Ds(w),3.439,21.5,269.2,72
5278,2004,Ds(w),3.554,20,157,72
5278,2004,Ds(w),2.523,15,41,72
5278,2004,Ds(w),1.491,6.8,13.3,72
5278,2004,Ds(w),0.618,-3.4,36,72
5278,2004,Ds(w),0.46,-18.2,30.3,72
5278,2005,Ds(w),0.704,-18,1.2,72
5278,2005,Ds(w),0.675,-19,7.6,72
5278,2005,Ds(w),0.747,-5.4,20.4,72
5278,2005,Ds(w),0.977,6.3,2.4,72
5278,2005,Ds(w),1.593,12.4,63,72
5278,2005,Ds(w),2.481,20.4,23.2,72
5278,2005,Ds(w),3.112,21.8,269.2,72
5278,2005,Ds(w),3.284,21,157,72
5278,2005,Ds(w),2.338,14.8,41,72
5278,2005,Ds(w),1.58,6.2,13.3,72
5278,2005,Ds(w),0.878,-3.7,36,72
5278,2005,Ds(w),0.634,-18.1,30.3,72
5278,2006,Ds(w),0.234,-20.2,12.2,72
5278,2006,Ds(w),0.191,-13.6,4.8,72
5278,2006,Ds(w),0.334,-4.1,8.2,72
5278,2006,Ds(w),0.334,3.9,19.1,72
5278,2006,Ds(w),0.75,14.9,21.7,72
5278,2006,Ds(w),1.424,18.4,206.8,72
5278,2006,Ds(w),2.298,22.1,175.7,72
5278,2006,Ds(w),2.67,21.7,126,72
5278,2006,Ds(w),1.611,14.4,56.7,72
5278,2006,Ds(w),0.995,6.1,53.3,72
5278,2006,Ds(w),0.422,-5.5,17.6,72
5278,2006,Ds(w),0.264,-13.6,1.7,72
5298,2005,Cs,0.457,20.4,2.5,9
5298,2005,Cs,0.838,6.6,86.9,9
5298,2006,Cs,0.885,8.2,102.5,9
5298,2006,Cs,1.639,17.1,30.7,9
5298,2006,Cs,1.334,23.2,25.8,9
5298,2006,Cs,1.788,19.8,91.7,9
5298,2006,Cs,0.808,8.7,44.2,9
5298,2007,Cs,1.276,8.9,77.4,9
5298,2007,Cs,1.827,18.5,71.4,9
5303,2003,Ds(w),0.375,-15.8,13,12
5303,2003,Ds(w),0.416,-10.1,5.9,12
5303,2003,Ds(w),0.663,-5.3,19.5,12
5303,2003,Ds(w),0.972,4.2,75.4,12
5303,2003,Ds(w),1.935,11,38.8,12
5303,2003,Ds(w),2.655,15.5,73.6,12
5303,2003,Ds(w),3.933,17,199.2,12
5303,2003,Ds(w),3.611,16.3,72.5,12
5303,2003,Ds(w),2.735,12,86.1,12
5303,2003,Ds(w),1.449,3.5,51,12
5303,2003,Ds(w),0.824,-4.3,47.5,12
5303,2003,Ds(w),0.502,-11.9,12.8,12
5305,2007,E,0.205,-2.9,51.5,8
5305,2007,E,0.41,4.4,36.5,8
5305,2007,E,1.43,5.6,126.5,8
5305,2007,E,1.822,8.6,161.1,8
5305,2007,E,3.247,9.6,161.1,8
5305,2007,E,2.176,8.9,203.4,8
5305,2007,E,1.037,4.8,128.7,8
5305,2007,E,0.294,2.3,38.6,8
5308,2002,Cs,3.425,11.7,2.2,21
5308,2002,Cs,3.383,13.1,72.3,21
5308,2002,Cs,4.996,22.9,26.1,21
5308,2002,Cs,4.571,19.7,10.6,21
5308,2002,Cs,2.934,11.6,87.5,21
5308,2003,Cs,3.313,18.4,3.2,21
5308,2003,Cs,3.612,24.8,4.1,21
5308,2003,Cs,2.288,25.9,0.3,21
5308,2003,Cs,1.799,27.8,1.9,21
